Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Título,Precio,Moneda,Tipo de vendedor,Con cámara de retroceso,Edad,Km promedio por año
Fiat,Pulse,2023.0,1.3 Drive Gse Mt,Plateado,Nafta,5.0,Manual,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Mt,9368.95,U$S,concesionaria,,1.0,0.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,10526.32,U$S,tienda,,1.0,0.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,Azul,Nafta,5.0,Automática,1.0,SUV,1234,Fiat Pulse 1.0 Impetus T3 Cvt,30421.05,U$S,concesionaria,,1.0,1234.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,15263.16,U$S,tienda,,1.0,0.0
Fiat,Pulse,2023.0,1.3 Drive Gse Mt,Gris,Nafta,5.0,Manual,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Mt,4736.84,U$S,tienda,,1.0,0.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,Plateado,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,12621.05,U$S,tienda,,1.0,0.0
Fiat,Pulse,2023.0,1.3 Drive Gse Mt,Negro,Nafta,5.0,Manual,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Mt,10526.32,U$S,tienda,,1.0,0.0
Fiat,Pulse,2023.0,1.3 Drive Gse Cvt,Gris,Nafta,5.0,Automática,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Cvt,25947.37,U$S,concesionaria,,1.0,0.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,11052.95,U$S,concesionaria,,0.0,0.0
Fiat,Pulse,2022.0,1.3 Drive Mt,Gris,Nafta,5.0,Manual,INYECCION MULTI PUNTO,SUV,27100,Fiat Pulse 1.3 Drive Mt,23526.32,U$S,tienda,Sí,2.0,13550.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Rojo,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,8586.95,U$S,concesionaria,,0.0,0.0
Fiat,Pulse,2024.0,1.3 Drive Gse Cvt,Blanco,Nafta,5.0,Automática,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Cvt,10736.84,U$S,concesionaria,,0.0,0.0
Fiat,Pulse,2022.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,9000,Fiat Pulse 1.0 Impetus T3 Cvt,27800.0,U$S,concesionaria,,2.0,4500.0
Fiat,Pulse,2023.0,1.3 Drive Gse Mt,Azul,Nafta,5.0,Manual,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Mt,10063.16,U$S,tienda,,1.0,0.0
Fiat,Pulse,2023.0,1.3 Drive Gse Mt,Azul,Nafta,5.0,Manual,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Mt,9463.16,U$S,tienda,,1.0,0.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,4800,Fiat Pulse 1.0 Impetus T3 Cvt,28421.05,U$S,concesionaria,Sí,1.0,4800.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,Plateado,Nafta,5.0,Automática,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Cvt,26842.11,U$S,concesionaria,No,2.0,0.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Rojo,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,27368.42,U$S,tienda,,0.0,0.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,30526.32,U$S,concesionaria,,0.0,0.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,30526.32,U$S,concesionaria,,0.0,0.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,30526.32,U$S,concesionaria,,0.0,0.0
Fiat,Pulse,2022.0,1.0 Impetus T3 Cvt,Azul petróleo,Nafta,5.0,Automática,1,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,27357.89,U$S,concesionaria,No,2.0,0.0
Fiat,Pulse,2022.0,1.0 Impetus T3 Cvt,Azul,Nafta,5.0,Automática,1.0,SUV,20000,Fiat Pulse 1.0 Impetus T3 Cvt,23000.0,U$S,concesionaria,,2.0,10000.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,,Nafta,5.0,Automática,1.3,SUV,10700,Fiat Pulse 1.3 Drive Gse Cvt,24105.26,U$S,concesionaria,,2.0,5350.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,Plateado,Nafta,5.0,Manual,1.3,SUV,22200,Fiat Pulse 1.3 Drive Gse Mt,23157.89,U$S,concesionaria,,2.0,11100.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,1000,Fiat Pulse 1.0 Impetus T3 Cvt,32631.58,U$S,concesionaria,,1.0,1000.0
Fiat,Pulse,2023.0,1.3 Drive Gse Cvt,Gris,Nafta,5.0,Automática,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Cvt,23000.0,U$S,concesionaria,Sí,1.0,0.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,501,Fiat Pulse 1.0 Impetus T3 Cvt,28947.37,U$S,particular,,0.0,501.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,,Nafta,5.0,Automática,1.3,SUV,48000,Fiat Pulse 1.3 Drive Gse Cvt,22900.0,U$S,concesionaria,,2.0,24000.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,31578.95,U$S,concesionaria,,1.0,0.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,3900,Fiat Pulse 1.0 Impetus T3 Cvt,24500.0,U$S,concesionaria,,1.0,3900.0
Fiat,Pulse,2023.0,1.3 Drive Gse Cvt,Blanco,Nafta,5.0,Automática,1.3,SUV,1000,Fiat Pulse 1.3 Drive Gse Cvt,26500.0,U$S,concesionaria,,1.0,1000.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,50,Fiat Pulse 1.0 Impetus T3 Cvt,33684.21,U$S,particular,,0.0,50.0
Fiat,Pulse,2024.0,1.3 Abarth Gse At,,Nafta,5.0,Automática,1.3,SUV,0,Fiat Pulse 1.3 Abarth Gse At,35800.0,U$S,concesionaria,,0.0,0.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,Azul,Nafta,5.0,Manual,1.3,SUV,23000,Fiat Pulse 1.3 Drive Gse Mt,20500.0,U$S,concesionaria,,2.0,11500.0
Fiat,Pulse,2023.0,1.3 Drive Gse Cvt,,Nafta,5.0,Automática,1.3,SUV,0,Fiat Pulse 1.3 Drive Gse Cvt,31578.95,U$S,concesionaria,,1.0,0.0
Fiat,Pulse,2024.0,Abarth,Rojo,Nafta,5.0,Automática secuencial,1.3 Turbo,SUV,0,Fiat Pulse Abarth,16315.79,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2024.0,Impetus 1.0T,Blanco,Nafta,5.0,Automática,1.0 Turbo,SUV,0,Fiat Pulse Impetus,34736.84,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2023.0,Audace 1.0 turbo,Blanco,Nafta,5.0,Automática,1.0 t,SUV,0,Fiat Pulse Audace 1.0 Turbo,22105.26,U$S,tienda,,1.0,0.0
Fiat,Pulse,2024.0,Drive CVT,Gris,Nafta,5.0,Manual,1.3,SUV,0,Fiat Pulse Drive Mt,12105.26,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2024.0,Drive CVT,Blanco,Nafta,5.0,Automática,1.3,SUV,0,Fiat Pulse Drive Cvt,26842.11,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2024.0,Impetus 1.0T,Celeste,Nafta,5.0,Automática,1.0 Turbo,SUV,0,Fiat Pulse Impetus,14736.84,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2024.0,Cvt,Gris,Nafta,4.0,Automática,1.0,SUV,0,Fiat Pulse 0 Km 2024 Automatica  Gs,7052.63,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2024.0,Drive Mt,Gris,Nafta,5.0,Manual,1.3,SUV,0,Fiat Pulse Drive Mt,26947.37,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2024.0,1.O TURBO 270 ABARTH,Gris,Nafta,5.0,Automática secuencial,1.0 TURBO 270,SUV,0,Fiat Pulse Abarth 1.0 Turbo 270 At6 Jr,32315.79,U$S,concesionaria,Sí,0.0,0.0
Fiat,Pulse,2024.0,Audace,Rojo,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 0km 2024 Automatica  Gs,6842.11,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2022.0,Nafta,Blanco,Nafta,5.0,Automática,,SUV,0,Fiat Pulse Impetus 1.0 Turbo Automatica,29500.0,U$S,concesionaria,Sí,2.0,0.0
Fiat,Pulse,2024.0,Audace,Rojo,Nafta,5.0,Automática,1.0 Turbo,SUV,0,Fiat Pulse Audace 0km/ Entrega Inmediata/ #1 R.m,9684.21,U$S,tienda,Sí,0.0,0.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,blue,Nafta,5.0,Automática,1,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt 2024,28315.79,U$S,concesionaria,Sí,0.0,0.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,30000,Fiat Pulse 1.3 Drive Gse Mt,20526.32,U$S,concesionaria,,2.0,15000.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,10500,Fiat Pulse 1.0 Impetus T3 Cvt,27368.42,U$S,concesionaria,,1.0,10500.0
Fiat,Pulse,2023.0,AUDACE 1.0T CVT,Gris,Nafta,4.0,Automática,1.0,SUV,10000,Fiat Pulse - 2023,23950.0,U$S,concesionaria,,1.0,10000.0
Fiat,Pulse,2024.0,AUDACE TURB0 1000,Gris,Nafta,5.0,Automática,1000 TURBO,SUV,2500,Fiat Pulse,27894.74,U$S,particular,Sí,0.0,2500.0
Fiat,Pulse,2023.0,audace 1.0t,Gris,Nafta,5.0,Automática,1.0t,SUV,0,Fiat Pulse Audace 1.0t,27684.21,U$S,concesionaria,,1.0,0.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,13000,Fiat Pulse 1.0 Impetus T3 Cvt,25900.0,U$S,particular,,1.0,13000.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,Gris,Nafta,5.0,Automática,1.0,SUV,11500,Fiat Pulse 1.0 Impetus T3 Cvt,25500.0,U$S,particular,,1.0,11500.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,500,Fiat Pulse 1.0 Impetus T3 Cvt,27900.0,U$S,particular,,0.0,500.0
Fiat,Pulse,2023.0,1.3 Drive Gse Cvt,,Nafta,5.0,Automática,1.3,SUV,8000,Fiat Pulse 1.3 Drive Gse Cvt,22500.0,U$S,particular,,1.0,8000.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,Gris,Nafta,5.0,Manual,1.3,SUV,16500,Fiat Pulse 1.3 Drive Gse Mt,20500.0,U$S,particular,Sí,2.0,8250.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,Gris,Nafta,5.0,Automática,1.3,SUV,25000,Fiat Pulse 1.3 Drive Gse Cvt,22105.26,U$S,particular,Sí,2.0,12500.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,,Nafta,5.0,Automática,1.3,SUV,10000,Fiat Pulse 1.3 Drive Gse Cvt,21000.0,U$S,particular,,2.0,5000.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,Gris,Nafta,5.0,Manual,1.3,SUV,28000,Fiat Pulse 1.3 Drive Gse Mt,18800.0,U$S,particular,,2.0,14000.0
Fiat,Pulse,2022.0,1.0 Impetus T3 Cvt,Azul,Nafta,5.0,Automática,1.0,SUV,13000,Fiat Pulse 1.0 Impetus T3 Cvt,25500.0,U$S,particular,Sí,2.0,6500.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,9910,Fiat Pulse 1.3 Drive Gse Mt,23736.84,U$S,particular,,2.0,4955.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,10000,Fiat Pulse 1.3 Drive Gse Mt,22300.0,U$S,particular,,2.0,5000.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,Blanco,Nafta,5.0,Automática,1.3,SUV,22000,Fiat Pulse 1.3 Drive Gse Cvt,21000.0,U$S,particular,Sí,2.0,11000.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,12000,Fiat Pulse 1.3 Drive Gse Mt,22631.58,U$S,particular,,2.0,6000.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,,Nafta,5.0,Automática,1.3,SUV,42000,Fiat Pulse 1.3 Drive Gse Cvt,19500.0,U$S,particular,,2.0,21000.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,35000,Fiat Pulse 1.3 Drive Gse Mt,20500.0,U$S,particular,,2.0,17500.0
Fiat,Pulse,2022.0,1.3 Drive Gse Cvt,,Nafta,5.0,Automática,1.3,SUV,19400,Fiat Pulse 1.3 Drive Gse Cvt,21894.74,U$S,particular,,2.0,9700.0
Fiat,Pulse,2023.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,1980,Fiat Pulse 1.3 Drive Gse Mt,2094.74,U$S,particular,,1.0,1980.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,13000,Fiat Pulse 1.3 Drive Gse Mt,22105.26,U$S,particular,,2.0,6500.0
Fiat,Pulse,2024.0,Audace,Gris,Nafta,5.0,Automática,1.0,SUV,1000,Fiat Pulse Audace,25500.0,U$S,particular,Sí,0.0,1000.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,27999.0,U$S,particular,,0.0,3333.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,31000,Fiat Pulse 1.3 Drive Gse Mt,21000.0,U$S,particular,,2.0,15500.0
Fiat,Pulse,2022.0,1.3 Drive Gse Mt,,Nafta,5.0,Manual,1.3,SUV,30000,Fiat Pulse 1.3 Drive Gse Mt,21000.0,U$S,particular,,2.0,15000.0
Fiat,Pulse,2023.0,1.0 Impetus T3 Cvt,,Nafta,5.0,Automática,1.0,SUV,11600,Fiat Pulse 1.0 Impetus T3 Cvt,26841.05,U$S,particular,,1.0,11600.0
Fiat,Pulse,2024.0,1.0 Impetus T3 Cvt,Blanco,Nafta,5.0,Automática,1.0,SUV,0,Fiat Pulse 1.0 Impetus T3 Cvt,32000.0,U$S,concesionaria,,0.0,1111111.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,Plateado,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,50000.0,U$S,tienda,Sí,0.0,0.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Blanco,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,63000.0,U$S,tienda,Sí,0.0,0.0
Audi,Q2,2024.0,1.4 35 Tfsi Sport 150 Cv,Plateado,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,51000.0,U$S,concesionaria,,0.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,Plateado,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,54000.0,U$S,tienda,,0.0,0.0
Audi,Q2,2018.0,1.4 Tfsi Serie 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,63000,Audi Q2 1.4 Tfsi Serie 150 Cv,35500.0,U$S,concesionaria,No,6.0,10500.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Negro,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,59900.0,U$S,concesionaria,Sí,0.0,0.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Azul,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,58900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,40tfsi Quattro,Plateado,Nafta,5.0,Automática secuencial,2.0T 190cv,SUV,0,Audi Q2 40tfsi Quattro,58000.0,U$S,concesionaria,,0.0,0.0
Audi,Q2,2023.0,1.4 35 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,49000.0,U$S,tienda,Sí,1.0,0.0
Audi,Q2,2023.0,1.4 35 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,50000.0,U$S,concesionaria,,1.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,Negro,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Blanco,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,63000.0,U$S,tienda,Sí,0.0,0.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Azul,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,58900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,Negro,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.4 35 Tfsi Sport 150 Cv,Blanco,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,Gris,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,54000.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.4 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 Tfsi Sport 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Gris,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,58900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2023.0,2.0 40 Tfsi Stronic Sport Quattro,Rojo,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,50000.0,U$S,concesionaria,,1.0,0.0
Audi,Q2,2024.0,1.4 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 Tfsi Sport 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,1.4 35 Tfsi Sport 150 Cv,Blanco,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,52900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2020.0,1.0 30 Tfsi Stronic Sport,Plateado,Nafta,5.0,Automática,1.0,SUV,70000,Audi Q2 1.0 30 Tfsi Stronic Sport,32000.0,U$S,tienda,,4.0,17500.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Negro,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,62900.0,U$S,concesionaria,,0.0,0.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Gris,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,58000.0,U$S,concesionaria,Sí,0.0,0.0
Audi,Q2,2017.0,1.4 Tfsi Serie 150 Cv,,Nafta,5.0,Automática,1.4,SUV,100000,Audi Q2 1.4 Tfsi Serie 150 Cv,27900.0,U$S,concesionaria,,7.0,14285.0
Audi,Q2,2024.0,1.5 35 Tfsi Advanced 150 Cv,Gris,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 1.5 35 Tfsi Advanced 150 Cv,50000.0,U$S,concesionaria,,0.0,0.0
Audi,Q2,2022.0,1.4 Tfsi Serie 150 Cv,Azul,Nafta,5.0,Automática,1.4,SUV,1000,Audi Q2 1.4 Tfsi Serie 150 Cv,49900.0,U$S,concesionaria,,2.0,500.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Gris,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,60500.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Gris,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,60500.0,U$S,tienda,,0.0,0.0
Audi,Q2,2019.0,1.4 Tfsi Sport 150 Cv,,Nafta,5.0,Automática,1.4,SUV,48500,Audi Q2 1.4 Tfsi Sport 150 Cv,32900.0,U$S,particular,,5.0,9700.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Azul,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,58900.0,U$S,tienda,,0.0,0.0
Audi,Q2,2024.0,35 tfsi Advanced,Negro,Nafta,5.0,Automática,1.5,SUV,0,Audi Q2 35 tfsi Advanced,51000.0,U$S,concesionaria,,0.0,0.0
Audi,Q2,2017.0,1.4 Tfsi Sport 150 Cv,,Nafta,5.0,Automática,1.4,SUV,99000,Audi Q2 1.4 Tfsi Sport 150 Cv,28000.0,U$S,particular,,7.0,14142.0
Audi,Q2,2024.0,2.0 40 Tfsi Stronic Sport Quattro,Azul,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,68000.0,U$S,concesionaria,,0.0,0.0
Audi,Q2,2017.0,1.4 Tfsi Sport 150 Cv,Blanco,Nafta,5.0,Automática,1.4,SUV,70000,Audi Q2 1.4 Tfsi Sport 150 Cv,29500.0,U$S,particular,,7.0,10000.0
Audi,Q2,2024.0,1.4 Tfsi Serie 150 Cv,Negro,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 Tfsi Serie 150 Cv,51000.0,U$S,concesionaria,,0.0,0.0
Audi,Q2,2019.0,1.4 Tfsi Serie 150 Cv,,Nafta,5.0,Automática,1.4,SUV,50000,Audi Q2 1.4 Tfsi Serie 150 Cv,32900.0,U$S,particular,,5.0,10000.0
Audi,Q2,2018.0,1.4 Tfsi Serie 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,51000,Audi Q2 1.4 Tfsi Serie 150 Cv,29800.0,U$S,particular,,6.0,8500.0
Audi,Q2,2017.0,1.4 Tfsi Serie 150 Cv,Blanco,Nafta,5.0,Automática,1.4,SUV,73000,Audi Q2 1.4 Tfsi Serie 150 Cv,27500.0,U$S,tienda,,7.0,10428.0
Audi,Q2,2019.0,1.4 Tfsi Sport 150 Cv,Negro,Nafta,5.0,Automática,1.4,SUV,63000,Audi Q2 1.4 Tfsi Sport 150 Cv,30800.0,U$S,tienda,Sí,5.0,12600.0
Audi,Q2,2023.0,1.4 35 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,50000.0,U$S,tienda,Sí,1.0,0.0
Audi,Q2,2019.0,1.4 Tfsi Sport 150 Cv,Negro,Nafta,5.0,Automática,1.4,SUV,76000,Audi Q2 1.4 Tfsi Sport 150 Cv,29800.0,U$S,tienda,Sí,5.0,15200.0
Audi,Q2,2021.0,1.4 35 Tfsi Sport 150 Cv,Plateado,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,50000.0,U$S,tienda,Sí,3.0,0.0
Audi,Q2,2020.0,1.0 30 Tfsi Stronic Sport,Plateado,Nafta,5.0,Automática,1.0,SUV,63000,Audi Q2 1.0 30 Tfsi Stronic Sport,32000.0,U$S,tienda,,4.0,15750.0
Audi,Q2,2023.0,1.4 35 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,54000.0,U$S,tienda,,1.0,0.0
Audi,Q2,2024.0,1.4 35 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,0,Audi Q2 1.4 35 Tfsi Sport 150 Cv,54000.0,U$S,tienda,,0.0,0.0
Audi,Q2,2019.0,1.4 Tfsi Sport 150 Cv,Gris,Nafta,5.0,Automática,1.4,SUV,68000,Audi Q2 1.4 Tfsi Sport 150 Cv,34999.0,U$S,concesionaria,,5.0,13600.0
Audi,Q2,2023.0,2.0 40 Tfsi Stronic Sport Quattro,Plateado,Nafta,5.0,Automática,2.0,SUV,0,Audi Q2 2.0 40 Tfsi Stronic Sport Quattro,60500.0,U$S,tienda,,1.0,0.0
